id,y
1472,94.4185791016
1474,94.5772171021
1477,112.734603882
1479,112.137260437
1482,94.317779541
1483,79.4805908203
1487,94.7811508179
1488,112.277069092
1490,112.482559204
1492,111.147605896
1494,116.335136414
1496,104.548332214
1497,94.8426437378
1499,94.9525909424
1502,95.1251525879
1507,111.671936035
1508,94.3377227783
1509,112.113624573
1511,94.4977111816
1512,112.033409119
1513,114.057182312
1514,113.535263062
1518,112.484603882
1519,93.9538116455
1522,111.921340942
1524,79.2714309692
1527,94.516418457
1529,94.3958435059
1532,104.147796631
1536,111.978179932
1537,115.548614502
1539,104.967750549
1542,112.722846985
1543,94.5219802856
1544,104.538864136
1545,79.3933258057
1550,94.5219802856
1551,112.307746887
1554,105.290779114
1556,104.215461731
1559,94.4713287354
1560,79.6672744751
1562,95.3344802856
1566,94.1488952637
1567,112.619758606
1569,104.426094055
1570,112.267776489
1571,111.896247864
1574,94.3377227783
1578,104.213127136
1580,94.4957962036
1583,112.097824097
1584,94.3377227783
1585,112.309593201
1586,94.8420791626
1587,112.122268677
1588,93.9538116455
1590,113.930328369
1592,103.897392273
1596,111.416244507
1598,111.742233276
1599,94.5106735229
1604,113.841453552
1606,103.851066589
1607,94.7945480347
1608,103.683815002
1609,115.69732666
1611,94.5879516602
1613,94.8739929199
1616,94.8610916138
1619,111.583015442
1620,93.9053268433
1621,112.425552368
1622,94.5364761353
1625,111.019554138
1627,115.69732666
1629,112.049545288
1634,94.802986145
1636,94.4225845337
1638,104.31653595
1639,94.662612915
1641,94.7234573364
1643,94.7674713135
1644,103.870040894
1645,116.249763489
1646,94.8329849243
1647,106.08706665
1648,94.7791748047
1652,94.4876708984
1653,112.27457428
1656,94.2988357544
1658,94.5106735229
1659,112.331756592
1661,94.6490707397
1663,94.7945480347
1664,112.258285522
1665,94.534576416
1666,104.215461731
1667,104.087730408
1668,79.7071990967
1669,103.470809937
1670,94.7532501221
1672,112.184082031
1674,112.016616821
1677,112.296340942
1678,94.5182342529
1679,111.69467926
1680,94.8153610229
1683,104.207496643
1686,103.917915344
1687,111.922050476
1689,112.238716125
1690,94.418258667
1691,115.396186829
1692,112.491523743
1693,94.3377227783
1695,94.5034790039
1696,94.4185791016
1697,112.288139343
1700,104.215461731
1701,94.7642364502
1702,112.135444641
1703,94.2400894165
1704,112.45451355
1706,94.8655776978
1707,113.057121277
1708,94.5641784668
1710,94.6496582031
1711,103.812995911
1713,104.51259613
1717,103.808395386
1719,104.213127136
1720,94.5161590576
1722,94.4349822998
1725,103.93397522
1726,94.579826355
1727,103.879699707
1729,112.47026825
1730,94.3243942261
1731,112.256698608
1733,104.215461731
1734,94.6947097778
1735,111.963546753
1738,94.8792190552
1742,94.4867630005
1745,112.016616821
1747,94.8266525269
1749,94.8326873779
1751,94.7484436035
1752,79.3081207275
1753,104.892921448
1754,94.6497879028
1755,94.7945480347
1756,104.833106995
1758,112.5287323
1759,94.540397644
1760,104.616653442
1761,112.325889587
1762,94.4585876465
1763,111.591438293
1764,90.3623504639
1766,94.678527832
1768,94.4614257812
1769,79.6475219727
1771,111.897354126
1772,94.8426437378
1773,103.851539612
1774,94.8529205322
1775,112.527763367
1777,112.357460022
1779,94.540397644
1780,105.19380188
1787,94.1974945068
1788,94.2912368774
1790,94.7945709229
1796,111.928787231
1801,94.0220336914
1803,94.4872665405
1807,111.893745422
1809,113.747253418
1812,94.4820632935
1813,112.671707153
1814,94.5872421265
1815,112.501144409
1816,94.5213470459
1818,94.1657180786
1820,94.6231842041
1821,112.495529175
1822,94.8382034302
1825,94.4822692871
1826,103.855979919
1828,94.4110717773
1831,103.785636902
1836,111.185127258
1837,94.4645385742
1841,94.5772171021
1844,103.945281982
1848,94.5946807861
1851,104.967750549
1852,94.8911895752
1853,94.4783172607
1854,111.980010986
1856,94.7737121582
1859,113.939254761
1860,94.6973800659
1861,79.3122177124
1863,104.630256653
1865,94.662612915
1866,104.951080322
1867,94.7674713135
1868,94.1895446777
1872,94.6026763916
1879,94.6377410889
1880,104.048744202
1882,94.4391326904
1885,104.173789978
1887,104.254226685
1888,94.3615341187
1890,119.192222595
1894,94.8634567261
1895,104.108345032
1896,94.3955612183
1897,112.688209534
1900,113.640075684
1901,94.4713287354
1902,112.184883118
1905,94.5753097534
1906,111.324798584
1912,104.286598206
1915,94.5602111816
1916,104.281707764
1917,94.5926437378
1918,103.927902222
1920,80.5710144043
1923,94.5898666382
1924,104.327148438
1925,94.6422042847
1930,115.751861572
1932,112.092391968
1933,94.6292190552
1934,112.413490295
1935,94.4503326416
1940,79.5980682373
1941,94.3673095703
1942,112.51033783
1943,94.2855148315
1944,94.1892623901
1945,111.314079285
1948,115.627883911
1949,94.2352676392
1952,94.5984573364
1954,94.3377227783
1955,112.23008728
1958,94.5678787231
1959,79.6227264404
1960,111.654472351
1963,94.8472671509
1965,94.7950134277
1968,104.457107544
1969,95.1141967773
1971,94.8540649414
1972,111.889724731
1973,93.9872055054
1975,93.9479827881
1977,94.8426437378
1978,94.5506515503
1979,112.132904053
1981,93.9910507202
1982,111.789787292
1987,111.947631836
1988,94.1430664062
1993,94.7218933105
1997,94.557975769
1999,94.6979675293
2001,94.8792190552
2002,112.400093079
2003,94.545425415
2004,79.5576477051
2006,112.797424316
2007,94.6131439209
2009,104.656570435
2010,94.4349822998
2013,94.8774337769
2018,79.481048584
2022,104.547683716
2024,113.395301819
2025,94.8335113525
2026,104.782447815
2030,104.878868103
2031,94.6358566284
2032,104.306762695
2033,94.7646026611
2035,94.4343566895
2036,113.167694092
2037,94.5426559448
2040,94.8495254517
2043,112.79133606
2044,104.720367432
2046,104.050315857
2054,111.287780762
2055,94.6591339111
2056,105.234992981
2059,94.3652420044
2060,94.4713287354
2062,94.3406295776
2063,112.28565979
2066,94.8634567261
2067,112.269592285
2072,96.1593093872
2073,112.043632507
2074,94.6124572754
2075,112.72088623
2076,94.4170227051
2080,94.7925872803
2082,94.4713287354
2085,112.00302124
2087,112.490364075
2091,111.561988831
2092,94.8005447388
2093,105.289291382
2098,94.7604980469
2101,111.92804718
2102,94.1809997559
2103,79.5980682373
2105,105.007041931
2106,94.5099868774
2107,112.378791809
2110,94.847869873
2114,94.5917739868
2115,112.461395264
2117,79.6998214722
2118,94.2780380249
2119,103.878295898
2120,94.5843276978
2122,94.5703659058
2123,111.943489075
2126,94.840133667
2127,104.339477539
2128,94.565284729
2129,112.874610901
2132,94.7187805176
2135,104.206581116
2138,94.797958374
2139,115.43888092
2141,111.671073914
2142,94.3984375
2146,94.7907485962
2151,112.068588257
2157,104.540412903
2159,112.97743988
2162,94.4740905762
2164,115.789405823
2167,93.7255706787
2168,111.453086853
2171,94.4587097168
2173,94.8262634277
2174,104.450172424
2175,94.3364181519
2178,94.6768112183
2180,95.575843811
2185,111.854507446
2189,94.2895355225
2190,112.396133423
2192,103.903327942
2194,112.281318665
2200,114.642173767
2201,94.7473297119
2203,111.762031555
2204,94.6920852661
2205,112.10874939
2209,111.108894348
2213,104.216720581
2214,94.4835128784
2215,112.78364563
2216,94.7473297119
2218,94.3624420166
2219,103.567214966
2220,94.7891921997
2222,94.7430725098
2223,112.274009705
2225,112.283065796
2226,94.8284606934
2230,94.5260162354
2233,112.342926025
2234,112.114830017
2235,94.6920852661
2236,80.34324646
2237,94.7035903931
2240,113.242416382
2241,94.6474761963
2248,104.384246826
2249,94.8392791748
2250,112.665351868
2252,111.595207214
2253,94.5802078247
2254,111.680519104
2256,81.5847091675
2258,94.2045288086
2259,113.191192627
2262,95.7463150024
2265,94.6768112183
2266,104.426139832
2269,94.8301086426
2271,94.796546936
2273,94.3519287109
2274,112.590255737
2275,94.7660140991
2277,94.5647277832
2279,94.6152191162
2280,79.3559112549
2282,95.5322494507
2283,103.961151123
2288,93.9404907227
2289,111.533027649
2291,94.5723800659
2292,114.797897339
2297,94.8031234741
2298,103.671020508
2299,94.6841964722
2300,112.02947998
2301,94.3300704956
2304,94.8010101318
2305,103.918075562
2306,95.7463150024
2308,94.3549423218
2309,112.758766174
2311,94.7383270264
2312,103.706848145
2316,103.821273804
2321,103.653388977
2322,111.851318359
2325,103.652259827
2326,94.4600448608
2329,114.797897339
2330,94.5707855225
2331,104.030754089
2332,111.714897156
2333,95.7463150024
2334,103.820899963
2335,111.267936707
2337,111.12361908
2338,94.8038101196
2340,111.714897156
2342,96.7348861694
2345,93.8894500732
2349,94.6196746826
2351,79.9016265869
2352,94.5723800659
2354,111.689880371
2355,115.847702026
2357,112.283065796
2358,94.12084198
2360,94.6993865967
2361,111.689880371
2364,94.5261383057
2366,94.8494873047
2369,104.602302551
2370,94.7713165283
2371,111.76852417
2373,113.732543945
2374,94.5838699341
2376,112.100349426
2378,110.56414032
2382,94.7895507812
2383,94.3395690918
2386,103.78969574
2387,94.9151229858
2389,94.4249801636
2390,110.88205719
2392,94.0263595581
2398,111.532684326
2399,94.6861572266
2400,96.0064620972
2401,111.990013123
2402,94.5243301392
2404,94.6033172607
2407,110.802703857
2408,113.351776123
2409,113.124771118
2412,79.8835983276
2413,94.8136825562
2415,94.7978897095
2420,110.178604126
2422,94.5154876709
2423,103.735061646
2426,95.1476135254
2432,94.8849487305
2434,94.2680053711
2435,94.8020172119
2436,112.895797729
2438,111.040672302
2440,112.275428772
2443,94.5983123779
2444,94.4068145752
2447,104.108657837
2450,94.6846084595
2454,94.5894775391
2455,112.431678772
2459,95.606552124
2460,112.030525208
2463,94.5326309204
2465,94.6335906982
2468,79.7034301758
2469,94.5408782959
2474,94.2653656006
2478,94.4313201904
2480,94.4093399048
2481,112.905105591
2489,95.5897445679
2490,104.800109863
2492,94.4728012085
2496,95.606552124
2497,113.709487915
2500,94.6210708618
2505,95.5926208496
2507,94.4078369141
2508,112.077560425
2509,94.5995101929
2510,79.8025054932
2513,93.9610290527
2515,95.5897445679
2518,94.3395690918
2519,113.458129883
2520,94.3395690918
2521,112.261543274
2523,112.070365906
2525,94.6149673462
2529,111.32648468
2530,94.5808410645
2533,110.808479309
2535,94.2559051514
2538,104.114212036
2544,110.515945435
2553,111.858467102
2556,94.6076126099
2558,94.1727371216
2559,113.471740723
2560,94.4902420044
2561,111.67539978
2562,94.328338623
2563,111.935279846
2564,94.2962265015
2565,111.687705994
2567,104.359855652
2572,94.5861206055
2575,94.7098617554
2576,113.118026733
2577,94.4962463379
2578,94.692199707
2579,112.258453369
2580,94.1740722656
2582,113.00151062
2583,94.6343383789
2587,94.6295013428
2589,111.594863892
2590,94.6656799316
2591,111.32648468
2594,94.2307128906
2597,94.7315368652
2598,104.114028931
2599,94.6633834839
2600,103.758049011
2602,111.479743958
2603,94.5861206055
2604,104.413421631
2606,112.585975647
2607,79.2485275269
2608,95.5424118042
2613,111.309188843
2614,95.3474884033
2615,112.364852905
2617,112.887672424
2620,94.6009292603
2623,112.945213318
2624,94.5951156616
2627,111.309188843
2629,79.2485275269
2630,95.0021438599
2632,94.7417907715
2636,94.5692138672
2639,94.6212158203
2640,104.68397522
2642,111.32648468
2644,104.109977722
2646,112.147315979
2647,94.5842819214
2649,94.9964904785
2650,105.291137695
2652,104.116363525
2653,103.383506775
2655,106.803085327
2657,111.38155365
2659,112.239250183
2662,94.317817688
2663,113.25566864
2664,94.8276596069
2665,103.385414124
2670,94.8284301758
2671,103.747940063
2672,94.8269119263
2675,104.110694885
2677,111.655059814
2679,112.380210876
2683,112.196884155
2684,94.5207443237
2685,94.4775161743
2688,103.617485046
2689,94.9955596924
2690,103.933403015
2693,95.6271972656
2694,112.328170776
2697,95.4616241455
2699,94.6453704834
2703,94.1850585938
2705,103.999298096
2709,79.4851760864
2710,94.5165023804
2711,112.088699341
2712,96.7897796631
2713,94.7895584106
2714,112.869819641
2715,94.1948013306
2717,93.966255188
2718,111.678794861
2720,111.474746704
2721,94.8359298706
2726,94.7768859863
2728,94.4835128784
2731,103.472831726
2732,111.3331604
2734,94.1948471069
2736,103.863571167
2737,94.4244918823
2738,103.535331726
2739,113.245880127
2746,94.3549423218
2749,103.483566284
2751,117.08165741
2752,104.671730042
2753,94.3327102661
2757,104.463607788
2758,95.1600189209
2759,113.332084656
2760,98.7224121094
2762,112.149734497
2764,94.7502441406
2765,110.384429932
2769,112.388763428
2771,111.82358551
2774,94.386390686
2776,94.5740814209
2777,115.201454163
2778,94.4580078125
2779,112.771995544
2782,93.9740371704
2784,94.8326644897
2787,94.6081008911
2789,94.7670440674
2792,94.7178955078
2798,94.6940917969
2799,104.012840271
2800,97.1006240845
2801,79.6290435791
2802,94.176864624
2804,94.4012680054
2807,103.207443237
2808,94.7907485962
2809,113.206504822
2811,115.99962616
2812,94.7425842285
2814,93.9887771606
2816,95.0076828003
2817,112.874015808
2818,112.678413391
2820,112.338417053
2821,80.4931488037
2822,94.7415313721
2823,104.031791687
2824,94.8284301758
2826,97.3673400879
2829,94.4580078125
2834,94.5427398682
2835,79.660194397
2838,94.7664489746
2839,112.292121887
2840,94.2804336548
2841,112.658714294
2842,95.5467529297
2846,112.973403931
2848,94.8085708618
2849,94.3070831299
2850,112.898170471
2851,94.6574325562
2853,96.2621688843
2854,111.32648468
2858,112.599784851
2861,94.8027877808
2864,94.4728012085
2865,112.939544678
2866,111.634376526
2867,94.0493469238
2868,112.317581177
2870,111.59552002
2877,97.9334106445
2878,111.256896973
2880,111.916442871
2882,79.3923339844
2883,94.8589324951
2884,103.730552673
2885,95.5746612549
2887,95.5625152588
2888,111.811859131
2889,94.8072738647
2890,103.861366272
2891,94.7435531616
2892,115.81791687
2893,94.5950393677
2898,112.491233826
2899,94.601852417
2900,113.291481018
2901,94.3505706787
2909,94.7891921997
2910,112.019744873
2911,112.341880798
2913,112.568458557
2914,95.2626419067
2918,94.453414917
2919,111.832626343
2920,94.4918670654
2921,111.256896973
2922,94.6138381958
2923,103.56502533
2925,110.750686646
2926,94.1926116943
2927,111.558197021
2929,111.796775818
2933,94.1897277832
2934,112.425498962
2936,111.558418274
2941,103.546478271
2942,94.5805740356
2943,111.707992554
2945,104.48324585
2950,94.2259368896
2951,111.538444519
2953,113.927734375
2954,94.811050415
2955,103.755744934
2956,94.8651885986
2960,94.8930587769
2962,94.4317626953
2963,104.78729248
2964,103.785888672
2966,79.2488937378
2967,94.6587600708
2968,112.502471924
2969,93.966255188
2971,94.2371826172
2972,94.8031234741
2974,94.6274490356
2975,112.715866089
2977,117.091659546
2980,113.138557434
2981,94.3351211548
2983,95.4312286377
2984,104.678993225
2985,114.657043457
2986,104.72996521
2987,94.8031234741
2989,94.5509414673
2990,111.788856506
2991,96.8401794434
2992,79.5667724609
2995,95.5045166016
2996,103.615631104
3002,112.234420776
3004,112.209007263
3005,114.60559082
3006,94.7752838135
3010,94.8405227661
3011,103.592941284
3014,94.1926116943
3015,94.6342391968
3016,94.4968719482
3017,110.885391235
3018,94.4012756348
3021,103.449279785
3024,103.758956909
3028,94.3838424683
3030,94.4655075073
3032,94.8062057495
3039,94.3613510132
3040,104.076950073
3041,96.7108154297
3043,96.0435791016
3044,111.961952209
3046,112.437759399
3055,93.962310791
3056,112.543647766
3058,94.4882736206
3059,111.961082458
3061,115.828422546
3063,103.704216003
3066,94.8045806885
3067,103.758956909
3068,79.2255249023
